
254,112
254,241
254,271
255,13
255,106
255,144
255,185
256,17
257,25
257,281
258,1
258,26
258,134
258,144
259,72
260,11
265,11
267,13
267,219
268,123
268,244
268,271
269,68
272,244
274,281
275,54
276,224
277,244
280,123
280,144
282,123
282,165
282,224
283,68
284,13
284,28
284,106
284,184
285,12
285,13
285,137
286,97
287,11
287,123
287,133
287,157
288,134
288,244
290,12
290,26
290,68
290,72
290,165
290,184
290,266
292,219
293,144
295,17
296,68
296,110
296,185
296,281
297,187
297,224
298,157
298,244
300,97
302,13
302,241
304,25
304,97
304,219
306,271
307,187
307,219
307,244
307,266
308,266
309,241
309,271
310,278
311,281
312,28
312,112
312,240
313,54
314,184
314,241
315,68
315,187
315,244
5,160
14,160
31,41
33,6
33,48
37,48
40,160
41,48
46,160
48,41
48,160
48,299
54,6
57,48
57,201
73,4
73,201
76,201
80,48
81,160
83,300
85,4
89,41
90,48
93,4
100,6
114,41
114,201
116,41
118,201
119,300
136,160
144,299
157,4
159,6
160,48
168,6
172,48
177,299
180,6
182,4
182,6
191,41
193,48
194,4
201,41
203,300
206,48
212,48
217,160
219,41
222,4
225,300
226,201
228,48
229,48
230,4
232,300
235,4
235,48
237,300
245,48
245,300
247,299
261,300
265,160
266,201
272,4
273,41
275,6
282,41
282,160
284,41
285,4
294,300
295,48
295,299
297,160
299,41
299,48
299,201
300,48
305,160
305,201
307,300
309,4
315,201
17,276
20,276
24,276
24,287
34,119
43,302
54,287
78,287
79,228
79,287
87,302
90,228
94,302
96,302
111,287
114,287
115,228
141,287
153,276
156,119
161,119
170,228
181,119
206,276
219,287
226,302
228,119
235,119
245,119
250,302
263,287
266,119
266,287
272,276
278,287
279,228
289,276
295,228
304,302
307,119
307,302
312,119
5,99
7,99
22,199
24,99
24,199
25,99
31,99
37,199
65,199
84,99
92,199
96,99
101,199
109,99
166,199
193,99
195,99
199,99
200,199
202,199
207,199
211,199
226,199
234,99
234,199
235,199
265,199
42,295
43,295
57,295
151,295
226,295
269,295
276,295
302,295
311,295
2,139
2,251
7,174
7,198
12,254
17,146
17,254
20,290
22,198
28,148
32,253
49,139
49,198
49,254
54,290
55,221
56,198
58,49
61,140
67,162
70,174
71,139
71,148
71,163
77,253
81,290
84,221
85,253
91,221
102,167
106,162
107,258
110,49
118,140
123,221
127,139
132,174
133,174
135,140
139,49
139,162
139,163
139,253
140,162
140,254
144,162
146,139
146,163
147,251
148,49
148,139
148,198
148,253
157,174
159,148
159,258
162,148
162,163
162,174
162,258
162,290
163,140
163,162
163,221
164,254
167,146
169,221
174,163
174,253
174,255
174,290
179,255
183,174
185,251
194,255
194,290
196,290
198,49
198,174
198,251
201,255
211,254
220,251
221,148
221,163
221,255
233,258
242,49
250,258
251,140
253,49
253,71
253,140
254,146
254,162
254,163
254,255
254,258
255,139
255,167
258,140
258,167
258,290
259,255
261,253
266,146
273,162
274,71
279,221
297,140
299,167
308,253
1,47
1,65
1,178
1,214
1,233
1,275
1,291
4,33
4,118
4,183
5,143
5,215
5,282
6,32
6,200
6,242
9,69
9,127
9,168
9,205
9,220
9,292
10,78
11,31
11,38
11,65
11,85
11,138
11,220
11,277
12,53
12,94
12,277
13,135
13,242
13,279
13,292
14,195
14,212
14,292
15,7
15,53
15,249
15,275
17,79
17,189
18,34
19,107
19,214
19,294
20,58
20,243
21,27
21,65
21,104
23,2
23,45
23,64
23,292
23,293
25,64
25,249
25,250
25,280
26,94
26,111
26,126
26,179
26,238
27,53
28,7
28,84
29,136
29,298
30,81
30,90
30,178
30,220
30,286
31,288
32,220
34,31
35,115
35,273
36,7
36,118
36,179
38,92
39,8
39,55
39,105
39,115
39,211
40,230
41,16
43,37
44,2
44,186
44,275
46,20
46,65
46,78
46,223
47,78
47,175
48,85
48,104
48,168
48,206
48,235
48,239
50,8
50,104
51,40
51,66
51,205
51,297
52,24
52,38
52,84
52,107
52,126
52,168
54,33
54,63
55,265
55,297
56,2
56,32
56,81
56,93
59,90
59,135
60,195
60,242
60,297
61,85
64,175
64,230
65,204
67,92
67,135
68,24
68,27
68,235
69,53
72,200
72,216
72,217
73,94
74,8
74,63
75,69
75,235
76,215
77,107
77,204
78,66
78,143
78,297
80,8
80,27
80,125
80,204
82,42
82,217
82,243
82,248
82,293
83,211
83,298
85,105
85,115
85,298
86,20
86,58
86,135
86,179
86,195
87,14
87,233
89,37
89,275
89,289
91,92
91,94
91,186
94,141
94,200
95,127
96,107
96,292
97,78
97,81
97,277
97,280
98,22
98,204
98,206
98,238
99,298
100,69
103,27
103,92
103,175
103,200
103,212
103,289
105,67
105,94
105,242
105,282
106,102
106,125
106,127
106,182
108,102
108,104
108,107
109,47
109,195
109,274
109,292
110,62
110,182
110,195
110,222
111,42
111,47
111,175
111,215
112,189
112,200
112,223
112,230
113,78
113,195
113,222
113,233
114,42
114,275
116,67
116,122
116,126
116,229
117,14
117,31
117,47
119,94
120,90
120,147
120,286
121,217
123,37
123,230
123,274
123,298
124,63
124,217
125,63
125,85
126,298
127,126
128,135
128,183
129,7
129,279
131,84
131,200
131,282
132,53
132,118
132,200
133,105
133,189
134,31
134,55
134,115
135,14
135,265
137,195
137,265
137,286
138,125
138,265
140,233
141,283
141,294
142,7
143,102
143,115
143,273
144,8
144,92
144,214
144,220
145,32
145,45
145,130
146,168
146,214
146,280
149,24
149,130
149,178
149,282
150,31
150,178
150,273
151,31
151,81
151,141
151,243
152,53
152,138
152,178
152,223
153,216
153,259
154,37
154,118
154,122
154,138
154,141
155,14
155,22
155,34
155,182
155,189
155,216
156,81
156,249
156,250
157,34
157,122
157,206
157,217
159,77
159,214
160,27
160,65
160,94
161,107
161,186
161,239
164,130
164,235
164,239
165,88
165,175
165,239
166,280
168,118
168,238
169,135
169,214
169,230
169,259
170,65
170,195
170,204
170,229
170,235
170,243
171,182
171,294
172,118
172,168
172,211
173,38
173,42
173,79
173,275
175,16
175,47
175,233
176,69
176,122
176,143
176,217
176,249
177,250
178,31
178,34
179,65
180,135
181,33
181,107
181,259
182,14
184,77
184,143
184,206
184,243
184,259
185,31
185,85
185,182
185,249
185,279
187,93
187,235
187,297
188,279
190,2
190,40
190,45
190,107
190,223
190,293
192,22
192,32
192,118
192,147
193,31
193,42
193,298
194,34
194,69
194,168
194,279
196,65
196,294
197,67
197,138
197,179
199,64
200,53
201,64
201,179
201,273
202,115
202,239
204,217
205,104
205,292
207,34
207,136
208,64
208,143
208,183
208,249
209,122
209,136
209,217
210,223
210,235
211,214
214,259
215,37
215,77
215,238
216,85
216,115
217,38
217,175
217,291
218,143
218,216
219,34
219,45
219,107
219,248
219,294
224,45
224,104
224,203
224,214
224,259
225,93
225,205
226,217
226,223
226,291
227,63
227,64
227,78
228,118
230,216
230,275
231,37
231,45
232,220
232,283
233,115
233,222
234,8
234,104
234,200
234,205
236,37
236,81
236,135
237,107
237,115
237,214
237,280
237,294
238,77
238,206
238,229
239,214
240,58
240,90
240,186
240,288
241,31
241,136
241,183
241,206
241,212
243,92
243,126
243,186
244,27
244,195
244,217
244,229
245,127
245,175
245,297
246,102
246,215
246,230
247,88
247,229
247,283
249,248
250,179
251,243
252,22
252,62
252,183
252,280
252,294
255,286
256,111
256,277
257,45
257,250
257,288
259,62
259,274
259,292
260,88
260,107
260,126
261,2
261,127
261,179
261,249
261,273
262,34
262,64
262,200
262,259
262,288
263,130
263,273
264,94
264,249
264,282
264,291
266,14
266,107
267,203
268,265
269,84
269,111
269,242
269,243
270,2
270,211
270,283
270,288
271,42
271,93
271,179
271,283
272,32
272,34
272,67
272,84
272,222
272,249
273,182
273,233
274,7
274,211
274,217
275,62
276,14
276,206
278,58
278,189
278,204
278,211
279,84
279,122
279,248
280,55
280,243
281,138
281,186
281,205
283,92
283,279
285,81
285,277
286,122
286,141
287,94
287,107
287,289
288,27
289,58
293,2
294,182
294,206
295,136
295,183
295,195
295,230
295,242
295,273
296,102
296,200
296,283
299,118
301,2
301,64
301,214
301,233
301,250
302,250
303,47
303,93
304,27
304,178
304,238
305,105
305,178
306,230
306,277
307,55
307,200
308,104
308,294
309,31
309,88
309,90
309,107
309,179
310,130
311,55
311,92
311,135
311,204
311,235
312,217
312,230
312,238
312,288
313,79
313,143
313,203
313,279
314,2
314,20
314,84
314,233
314,250
315,16
315,64
315,69
315,233
315,242
1,98
11,149
13,23
18,173
20,98
21,173
22,173
26,305
28,70
32,164
34,164
38,21
41,245
42,305
43,21
44,164
51,121
52,70
57,21
58,190
62,149
62,173
66,173
69,149
70,61
72,61
76,173
78,190
83,149
84,152
85,164
85,305
88,21
88,61
88,305
90,57
92,61
93,173
94,166
95,61
95,256
100,121
100,245
101,61
101,190
102,57
102,61
104,23
104,121
105,256
107,57
107,98
111,121
115,57
115,166
118,23
121,190
124,23
124,57
125,190
127,23
127,61
127,190
130,98
130,305
136,21
138,23
138,149
141,152
142,173
143,61
143,173
143,245
147,57
147,166
148,98
156,245
158,164
164,190
164,305
172,121
175,57
175,173
176,98
177,256
179,173
181,164
187,121
191,57
195,98
196,23
201,21
202,98
203,57
204,57
204,149
206,21
206,70
207,21
208,121
209,256
211,190
214,21
216,61
216,121
217,98
217,305
219,21
219,190
219,256
222,21
222,152
223,57
224,166
225,121
227,121
229,190
230,190
230,305
231,190
234,70
235,149
235,256
237,121
241,98
242,121
243,23
245,98
248,121
260,23
265,21
265,57
266,21
271,245
273,70
273,152
274,21
277,21
277,57
277,164
277,256
278,256
279,61
280,149
280,190
285,61
286,256
288,173
291,173
291,190
291,245
292,21
292,121
292,173
293,61
293,98
294,70
294,190
295,21
295,23
295,57
300,21
300,190
304,121
305,245
307,256
314,164
315,173
6,155
9,76
12,145
12,268
18,129
28,145
44,188
50,74
61,285
70,177
72,145
90,176
92,188
93,83
94,83
100,113
106,129
111,128
118,177
120,177
125,76
126,191
135,188
136,176
138,188
141,145
142,285
150,236
158,113
161,236
168,236
168,285
169,73
171,236
172,83
178,74
178,284
179,236
182,83
182,177
183,74
186,236
187,236
189,83
189,113
195,145
199,268
205,128
206,73
210,76
211,145
212,76
214,188
215,177
220,74
220,83
222,188
229,191
234,73
238,145
238,177
239,155
239,284
242,76
242,188
248,129
250,83
256,268
259,145
259,188
260,83
263,83
265,129
266,73
269,176
274,145
275,113
275,155
282,113
282,176
283,191
288,129
289,268
289,285
292,83
293,129
294,128
297,268
301,268
307,73
310,236
312,128
5,309
6,296
6,312
7,296
9,272
12,311
13,312
15,304
19,309
21,226
23,272
25,5
35,307
35,309
38,312
39,304
40,5
40,309
43,296
44,226
45,307
48,296
53,296
53,311
56,312
57,5
62,5
63,296
68,5
68,311
69,307
75,311
81,5
82,315
84,226
84,304
84,309
87,315
93,296
95,5
99,5
99,309
101,313
104,296
107,296
107,312
107,315
108,296
108,315
114,296
120,313
121,226
122,311
125,296
130,272
131,312
134,313
135,296
135,315
136,314
142,272
142,307
149,226
154,226
156,309
156,315
158,314
160,296
164,313
165,313
166,5
171,296
173,315
180,226
183,272
183,311
186,226
189,5
192,315
195,314
196,312
197,313
199,5
200,311
201,312
201,315
202,311
203,296
203,315
204,5
204,226
205,315
207,307
211,311
212,307
213,272
214,313
215,309
216,312
218,312
220,307
223,5
223,313
231,272
231,307
232,272
233,304
233,309
234,307
243,296
244,314
247,296
248,296
248,312
249,296
249,312
250,296
252,307
260,311
263,314
267,226
270,313
272,5
279,309
283,307
286,5
286,304
287,307
289,5
291,315
292,5
293,313
297,313
298,226
298,312
302,307
302,312
302,313
302,314
302,315
303,307
306,311
307,312
307,315
308,313
309,296
309,307
310,307
310,311
311,315
312,307
313,307
313,312
313,315
314,312
314,313
315,312
315,314
