
22,3
78,3
8,120
8,151
12,171
13,306
14,303
15,225
15,234
17,151
18,310
21,50
21,308
22,306
28,50
29,50
29,303
30,151
31,306
36,151
36,171
37,225
38,171
42,303
46,306
48,120
50,303
51,225
53,171
53,303
53,308
57,301
59,151
62,207
64,50
64,234
66,246
66,303
68,234
69,303
73,225
73,301
75,308
79,207
83,246
84,120
86,151
87,234
88,207
89,301
92,120
92,301
95,207
97,171
99,151
99,310
100,50
100,171
101,306
102,50
104,50
109,120
115,120
116,207
116,225
118,207
120,207
121,207
122,207
123,171
128,151
129,225
130,120
132,225
143,171
145,234
149,246
151,308
153,207
153,234
154,303
156,120
158,207
165,306
175,301
176,120
176,303
179,308
183,120
187,207
188,151
189,120
190,225
191,171
195,234
199,151
199,246
202,50
204,171
206,225
207,234
212,171
212,310
214,234
216,151
218,207
227,246
227,301
229,234
230,303
231,151
232,310
233,234
234,303
236,171
236,306
240,246
242,207
244,301
244,310
246,303
247,306
249,246
252,151
256,50
256,303
261,171
263,306
266,171
267,310
268,50
268,151
269,301
271,171
277,225
277,310
279,171
283,306
284,50
284,171
288,234
292,120
295,207
296,120
297,246
298,234
300,301
301,246
303,306
304,171
306,246
306,301
307,151
307,308
311,310
313,308
313,310
315,310
14,153
22,153
53,153
67,153
79,153
97,153
120,153
121,153
125,153
180,153
184,153
206,153
209,153
227,153
230,153
268,153
291,153
292,153
296,153
2,116
2,170
2,237
4,161
4,208
4,237
4,260
5,18
5,87
5,108
6,46
6,75
7,100
7,156
7,161
8,156
8,169
8,170
14,18
14,158
15,95
16,15
16,59
16,161
16,180
16,231
17,35
17,109
18,101
18,114
18,124
19,18
19,35
19,172
19,257
20,35
20,86
21,124
22,208
23,51
23,262
24,202
24,262
25,209
25,232
26,100
26,257
27,30
27,43
27,87
27,108
27,261
28,39
28,86
29,18
29,56
29,193
29,270
30,231
30,267
31,29
31,208
32,96
32,116
33,114
33,156
33,237
33,261
33,262
34,154
35,51
35,161
36,75
36,80
36,124
37,51
37,193
37,196
38,114
40,18
40,35
40,101
40,131
41,29
41,209
41,267
42,197
42,257
43,35
44,172
44,181
45,96
45,108
45,180
46,29
46,196
47,117
47,194
47,231
47,269
48,270
50,15
50,59
50,108
50,161
51,75
51,172
52,208
53,56
54,91
54,100
54,218
55,109
55,260
57,35
57,269
58,15
58,52
58,116
58,117
58,161
59,18
59,100
59,169
59,170
60,56
60,87
60,237
61,52
61,227
62,96
62,142
62,193
63,59
63,91
63,172
63,263
64,75
64,154
65,52
65,210
65,263
66,29
66,91
66,180
66,194
66,202
67,181
68,142
68,208
69,35
69,95
69,150
69,231
70,80
70,156
70,172
72,56
72,109
73,95
73,180
73,237
73,252
74,44
74,51
74,109
74,180
74,263
76,82
76,95
76,197
76,247
77,35
77,169
77,180
77,232
78,227
79,116
79,202
80,43
80,100
80,232
81,15
81,51
81,196
81,210
82,172
82,181
82,262
83,59
83,91
83,227
84,142
85,156
86,156
87,44
88,101
89,161
89,263
89,269
90,29
90,156
90,227
91,35
91,52
91,60
91,170
92,202
93,19
93,35
93,44
93,109
94,59
94,197
95,46
95,116
95,247
96,19
96,158
96,172
96,270
97,202
97,237
98,46
98,60
98,75
99,95
99,116
99,218
99,227
101,29
101,142
101,169
102,82
102,114
103,194
103,257
104,82
104,124
104,263
105,124
105,237
106,161
106,202
107,36
107,95
108,19
108,36
108,196
109,95
110,161
110,202
110,267
111,43
112,39
112,109
112,169
112,232
113,36
113,46
113,75
113,154
113,161
115,59
117,59
117,89
118,30
119,89
119,208
119,210
120,95
121,39
121,237
122,43
122,59
122,114
122,150
122,180
124,46
124,261
125,202
125,269
126,257
127,51
127,87
128,180
128,252
129,91
129,131
129,180
129,181
129,237
129,262
129,267
130,35
130,161
130,208
131,29
131,44
131,46
132,43
132,194
133,51
133,109
133,114
134,29
135,15
135,210
136,116
137,39
137,91
137,95
137,101
138,117
141,39
142,35
142,208
142,269
143,80
144,197
144,269
145,108
145,114
145,170
145,247
145,270
147,89
147,101
147,180
147,269
149,232
150,80
150,116
150,263
152,35
152,131
154,95
155,142
155,260
156,75
157,252
157,262
158,36
158,180
158,270
159,15
159,208
159,227
160,91
160,109
160,181
161,19
161,269
164,87
165,158
165,194
165,247
166,218
166,260
166,270
168,109
168,269
169,36
169,154
170,36
171,196
171,257
172,261
173,114
173,247
175,51
175,197
176,142
177,39
177,51
177,169
177,170
177,260
178,18
178,19
178,30
178,91
179,30
179,100
179,172
180,181
180,237
181,15
181,87
181,100
182,29
182,101
183,96
183,170
184,269
185,208
185,209
186,80
186,87
186,154
186,156
186,197
187,82
187,154
187,232
188,52
188,87
188,96
188,180
189,89
189,156
189,181
190,44
190,82
190,156
190,172
190,252
191,51
191,52
191,96
192,161
192,193
192,218
193,82
193,196
194,237
195,46
195,269
196,142
196,209
197,36
197,193
199,260
200,86
200,87
200,161
200,252
201,30
201,82
201,91
201,156
202,44
203,39
203,257
203,263
204,100
205,156
205,218
206,95
206,227
207,52
207,59
208,181
209,29
209,89
209,124
210,154
210,257
211,15
211,170
212,117
212,202
214,80
218,210
218,247
219,101
219,170
220,43
220,232
222,18
222,257
223,257
223,267
223,270
224,46
224,231
225,116
225,247
226,29
226,197
226,269
227,89
228,18
228,86
228,89
229,197
229,237
230,209
231,218
232,80
232,87
232,101
233,124
234,237
235,109
236,30
236,117
238,59
238,169
239,39
239,75
240,39
240,252
240,267
241,36
241,237
241,263
242,52
242,59
242,150
243,36
246,208
247,30
248,46
248,218
249,30
249,150
249,260
250,260
251,210
256,15
256,257
257,51
257,87
257,117
259,18
260,39
262,124
262,172
262,227
263,101
263,218
264,89
264,169
264,197
265,87
265,193
266,180
266,260
267,18
267,156
267,263
268,44
268,80
268,142
270,101
270,154
270,267
271,209
271,231
272,19
272,29
272,39
272,267
273,36
273,109
274,227
275,80
275,100
275,263
276,36
276,131
276,142
276,170
277,95
278,108
278,109
280,51
280,142
281,19
281,56
281,109
281,131
281,196
282,86
283,131
283,158
284,194
284,218
284,267
285,51
285,89
285,95
286,124
286,227
288,109
288,131
289,35
289,46
289,196
291,51
291,269
293,75
294,131
295,56
295,82
295,89
295,156
296,86
296,257
297,60
298,15
298,154
298,227
299,18
299,124
299,196
299,269
300,87
300,95
300,96
300,202
302,60
303,59
303,158
303,196
304,91
305,80
305,237
307,29
307,82
307,142
308,197
309,108
310,161
310,257
311,124
311,142
311,247
312,100
313,19
313,43
313,131
313,193
314,30
314,169
113,213
177,213
244,213
24,10
128,10
304,10
2,103
3,1
3,25
3,103
3,123
3,219
3,224
3,240
3,266
4,132
5,106
7,13
8,68
8,123
8,157
16,13
16,187
16,240
16,241
16,271
18,110
20,187
22,25
24,165
27,1
31,26
32,12
32,133
32,271
33,54
34,28
34,97
34,110
34,240
35,54
35,97
37,123
37,187
38,17
39,219
40,264
41,271
42,123
42,144
45,134
45,244
47,134
47,157
49,112
49,144
49,184
49,271
49,278
55,103
55,224
55,241
56,54
56,133
57,72
57,184
58,137
59,266
60,97
60,281
61,219
62,133
63,11
63,17
63,185
64,17
64,54
65,54
65,133
65,281
67,97
70,13
70,25
71,1
71,28
71,144
71,219
73,1
74,12
74,54
74,185
75,17
75,97
76,12
76,103
76,137
77,9
78,12
78,157
78,241
79,241
81,134
83,184
83,192
86,224
87,241
88,123
88,240
92,11
92,26
94,12
98,271
100,281
102,17
102,264
107,185
107,241
109,184
114,25
114,219
115,11
115,185
116,1
117,1
117,11
117,165
118,9
118,192
119,264
121,271
124,97
124,187
126,133
126,137
126,165
126,281
127,9
128,68
128,123
128,219
128,244
130,187
131,68
133,26
133,123
136,1
136,184
138,72
138,165
139,54
139,72
139,123
139,184
140,12
140,72
140,132
140,266
141,240
141,278
145,110
146,9
146,144
146,264
147,281
148,68
148,157
148,241
149,26
150,187
151,165
151,271
152,133
152,187
153,9
153,68
153,133
155,9
155,219
158,192
161,123
162,68
162,103
162,264
163,9
163,12
163,123
163,157
166,13
167,11
167,103
167,110
167,123
167,157
167,278
168,110
171,165
171,281
172,110
173,165
174,9
174,123
174,157
174,241
176,240
177,159
180,11
180,103
182,11
183,11
186,278
188,9
188,103
188,132
188,244
189,133
190,264
190,278
191,13
191,17
191,106
191,137
193,103
195,192
196,266
197,13
197,187
198,28
198,54
198,97
198,278
199,240
199,244
202,224
204,219
205,11
207,28
208,157
208,241
210,184
210,187
210,244
212,240
214,12
214,224
215,112
215,134
215,185
216,132
216,244
217,9
217,241
218,134
218,144
220,134
220,224
221,134
221,184
221,187
221,224
222,110
222,271
223,26
223,28
225,271
226,13
226,26
226,54
226,264
228,1
228,106
229,13
229,72
231,123
233,157
234,68
235,25
235,103
236,137
236,224
236,266
237,132
238,266
239,12
239,165
239,271
243,187
243,241
245,134
246,219
246,271
247,133
248,97
248,244
250,72
250,185
251,54
251,240
251,271
252,68
253,9
253,97
253,112
253,144
253,187
253,266
254,12
254,54
